genres,original_language,popularity,budget,revenue,runtime,vote_average,vote_count
Drama,en,16.317,35000,107.423,130,7.7,2574
Comedy,en,16.308,7500,38934.048,94,6.5,1172
Drama,en,16.275,11000,198.992,185,8.012,2440
Comedy,en,16.27,20000,26000,102,5.766,384
Drama,en,16.268,35000,60321.861,123,7.4,499
Comedy,en,16.258,20000,37939.757,101,6.5,587
Drama,en,16.256,2700,15992.615,80,7.8,2884
Comedy,en,16.224,10000,598.645,89,4.9,228
Drama,en,16.223,26000,18377.736,145,6.7,1244
Comedy,en,16.222,35000,96753.696,88,5.5,633
Comedy,en,16.21,26000,28818.995,100,5.5,551
Drama,en,16.202,85000,100266.865,167,6.327,979
Comedy,en,16.184,25000,12638.526,121,6.785,1649
Comedy,en,16.182,30000,54169.363,124,5.8,1188
Drama,en,16.181,13500,7060.876,124,7.1,535
Drama,en,16.171,15000,64191.523,119,7.6,5360
Comedy,en,16.16,15000,10763.469,124,6.3,305
Comedy,en,16.158,35000,211952.42,123,6.4,2668
Comedy,en,16.144,16000,109502.303,127,7.07,1380
Drama,en,16.128,18000,20275.812,111,7,981
Comedy,en,16.127,12000,265.452,94,5.7,331
Comedy,en,16.113,2300,5300,91,7.3,909
Drama,en,16.077,7700,1072.602,123,5.9,380
Comedy,en,16.073,8000,100523.181,102,7.7,6160
Comedy,en,16.033,42000,178311.729,90,6,2540
Comedy,en,16.031,17500,85313.124,117,6.616,1082
Drama,en,16.009,64000,74608.57,133,5.5,285
Comedy,en,15.997,14000,19800,100,5,482
Comedy,en,15.984,8000,34.694,95,6.5,1173
Comedy,en,15.978,50000,90450.008,117,6.663,2279
Drama,en,15.972,40000,45916.769,135,7.02,1045
Drama,en,15.951,3000,9000,116,8.2,1099
Drama,en,15.946,20000,30600,102,6.3,1257
Comedy,en,15.926,55000,98625.775,97,6.2,713
Comedy,en,15.925,18000,5887.457,127,7.5,2007
Drama,en,15.923,20000,98690.254,129,7.813,7527
Drama,en,15.907,3000,12000,118,7.1,136
Comedy,en,15.896,7000,74865.517,122,5.6,204
Drama,en,15.895,25000,26118.851,113,7.381,1341
Comedy,en,15.893,35000,24159.934,98,5.519,1136
Comedy,en,15.883,16500,13620.075,108,6.5,931
Comedy,en,15.878,4000,13475,113,7.7,1230
Comedy,en,15.868,15000,33200,84,5.1,722
Comedy,fr,15.868,13000,11208.529,87,5.5,287
Comedy,en,15.836,12000,11293.663,106,7.153,1536
Comedy,en,15.832,40000,70100,117,5.667,483
Comedy,en,15.832,9000,17096.053,93,7.408,2368
Comedy,en,15.822,95000,104907.746,85,5.8,1518
Comedy,en,15.821,20000,183097.323,95,6.7,1910
Comedy,en,15.818,70000,88933.562,97,5.6,1007
Drama,en,15.817,25000,7343.114,124,6.6,436
Drama,en,15.815,25000,37807.625,124,6.6,1611
Drama,en,15.808,11000,10500,97,6.1,2493
Drama,en,15.806,10000,18730.891,111,7.19,1697
Drama,en,15.801,32000,55305.279,119,6.2,925
Drama,en,15.799,17759.769,43306.325,110,6.97,1510
Comedy,en,15.796,18000,65070.412,106,5.9,228
Drama,en,15.793,25000,19844.979,121,6.525,1120
Comedy,en,15.791,30000,21289.826,91,6.213,789
Drama,en,15.787,35000,40382.659,195,6.9,264
Drama,en,15.785,45000,33904.605,131,7.4,2118
Comedy,en,15.784,2000,18016.29,88,6.585,780
Drama,en,15.782,5000,24804.129,134,7.3,1402
Drama,en,15.778,6000,44734.66,109,7.5,3128
Comedy,en,15.774,1200,112892.319,100,7.5,2435
Drama,en,15.771,3200,14311.701,105,6.9,877
Comedy,en,15.751,16000,43411.001,80,4,269
Comedy,en,15.749,35000,88215.156,134,5.8,1940
Drama,en,15.738,7000,201500,95,6.5,1238
Drama,en,15.737,50000,49111.202,121,5.6,940
Comedy,en,15.717,40000,111811.453,100,5.998,2400
Drama,en,15.712,25000,10324.441,110,5.9,451
Comedy,en,15.669,15000,93400.823,135,7.5,6775
Drama,en,15.666,12000,8880.045,109,7.171,362
Drama,en,15.659,2000,4100,98,6.459,1006
Comedy,en,15.645,9000,6153.939,117,7.5,1422
Drama,en,15.643,22000,42313.354,110,6.133,391
Drama,en,15.634,15000,35485.608,140,7,4358
Drama,en,15.616,25000,24665.649,96,7.1,2023
Comedy,en,15.608,35000,117000.198,100,6.054,759
Drama,en,15.607,1500,20412.216,91,6.9,928
Comedy,en,15.597,32000,94539.426,111,6.4,1890
Comedy,en,15.596,20000,100525.432,97,5.3,1107
Drama,en,15.593,45000,29625.761,133,7.15,1184
Drama,en,15.585,11930,25003.426,118,6.991,1464
Drama,en,15.581,7623,21037,171,7.1,326
Drama,en,15.576,21000,3215.636,107,7.294,451
Drama,en,15.571,50000,38955.598,130,7.4,1709
Drama,en,15.569,25000,93617.009,116,7.4,3842
Drama,en,15.566,30000,114281.051,100,6.3,693
Comedy,en,15.551,35000,35492.921,102,6.1,892
Comedy,en,15.55,2000,725.131,103,5.9,304
Comedy,en,15.517,967.686,4658.57,97,7,974
Drama,en,15.484,20000,26152.835,126,7.4,1366
Drama,en,15.476,31000,28000,125,6.7,719
Drama,en,15.471,53000,29700,102,6.1,370
Comedy,en,15.466,15000,47175.038,88,6.8,1036
Comedy,fr,15.42,6000,9524.34,105,7.1,644
Comedy,en,15.416,16000,11486.88,105,6.727,297
Drama,en,15.413,60000,51880.044,94,5.2,147
Comedy,en,15.409,12000,27020.284,97,6.1,1099
Comedy,en,15.407,7000,25900,85,6.1,1172
Comedy,en,15.399,12000,96070.507,122,6.9,751
Drama,en,15.396,20000,36606.743,100,6.5,2958
Drama,en,15.389,40000,144056.873,119,6.5,3866
Drama,en,15.38,20000,9438.37,109,6.5,294
Comedy,en,15.379,25000,36400.36,93,6.1,530
Comedy,en,15.374,10000,9636.289,101,6.5,1811
Drama,en,15.368,47000,30002.758,99,5.9,1111
Comedy,en,15.363,55000,330444.045,108,6.7,5367
Drama,en,15.358,25000,82468.097,129,7,1249
Comedy,en,15.337,35000,43650.785,114,6.1,245
Drama,en,15.335,7500,129795.554,124,7,939
Drama,en,15.334,6000,57231.524,110,6.4,176
Comedy,en,15.333,18000,11657.385,77,6.234,220
Drama,en,15.325,40000,46442.528,117,6.772,789
Drama,en,15.324,28000,5684.789,134,6.9,410
Drama,en,15.322,14000,161001.698,145,6.999,1469
Drama,en,15.313,32000,16283.667,89,5.729,689
Comedy,en,15.31,1500,9600,129,7.9,863
Drama,en,15.309,8500,70600,138,7.681,1527
Drama,en,15.305,2000,46122.355,109,7.318,1316
Drama,en,15.303,9000,22088.533,127,7.16,668
Comedy,en,15.281,3000,3076.82,87,6.284,446
Comedy,en,15.274,6500,30218.387,97,6.402,861
Drama,en,15.273,2000,12886.1,115,7.374,1344
Drama,en,15.269,35000,50363.79,123,7.1,2310
Comedy,en,15.266,40000,145896.422,105,6.401,1476
Comedy,en,15.261,13500,18850.674,100,5.869,382
Drama,en,15.248,35000,53293.628,109,7.155,594
Drama,en,15.246,30000,80630.608,127,6.6,2279
Drama,en,15.241,32000,152036.382,123,6.342,957
Drama,en,15.222,500,5639.73,94,6.225,1342
Comedy,en,15.211,28000,92380.927,99,6.488,1661
Comedy,en,15.195,250,12021.272,114,6.8,1183
Drama,en,15.195,15000,95918.706,119,7.5,4662
Drama,en,15.192,8000,26126.837,142,7,470
Drama,en,15.192,12000,12077.441,99,6.7,2000
Drama,en,15.186,25000,122.252,132,6.8,1360
Drama,en,15.173,5000,55736.588,117,7.933,7695
Comedy,en,15.17,28000,92601.05,104,6.547,1093
Comedy,en,15.161,60000,124700,125,6.8,1663
Comedy,en,15.156,55000,154906.693,105,6.1,1712
Drama,en,15.154,4000,6000,121,6.002,307
Drama,en,15.144,40000,12303.411,108,6.9,805
Comedy,en,15.134,22000,67900,102,5.9,725
Comedy,en,15.117,25000,152500.343,121,6.959,2965
Comedy,en,15.091,2500,26781.723,102,7.1,1572
Drama,en,15.076,700,200.242,88,5.7,402
Comedy,en,15.074,20000,47817.02,106,6.4,983
Drama,en,15.071,2600,2438.304,140,7.7,427
Drama,en,15.054,80000,39459.427,126,6.5,756
Drama,en,15.044,25000,12700,254,6.875,253
Comedy,en,15.039,20000,17432.163,101,6,283
Comedy,en,15.011,4000,13624.522,106,7.9,2044
Drama,en,15.009,16000,53977.25,129,7.4,503
Drama,en,15.007,7000,47405.566,112,6.9,894
Drama,en,14.976,20000,27090.159,102,6.543,836
Drama,en,14.97,32000,28590.665,124,5.7,223
Drama,en,14.969,38000,51801.187,114,6.6,966
Drama,en,14.962,70000,130982.129,164,7.1,2230
Comedy,fr,14.954,17820,14054.361,94,6.316,1020
Comedy,en,14.95,13200,15171.476,115,5.1,597
Drama,en,14.945,14000,320145.693,119,6.8,1195
Drama,en,14.945,1800,31623.833,94,7,556
Comedy,en,14.945,40000,48147.945,110,5.6,653
Drama,en,14.935,995,1850,92,7.5,898
Comedy,en,14.921,6000,39846.344,98,6.6,963
Comedy,en,14.908,1500,4250,87,8.34,1818
Comedy,en,14.907,18500,32406.507,100,6.184,1792
Comedy,en,14.898,30000,34252.847,113,5.88,217
Comedy,en,14.898,16800,51029.361,98,6.5,1884
Comedy,en,14.895,3000,7900,95,4.1,158
Comedy,en,14.889,7000,31430.334,106,6.767,1782
Drama,en,14.888,2000,1215.691,107,5.955,291
Drama,en,14.874,75000,19598.588,109,5.571,798
Comedy,en,14.865,250,2500,68,8.212,1758
Comedy,en,14.815,20000,48548.426,83,4.2,832
Drama,en,14.809,30000,15395.087,130,6.4,649
Drama,en,14.798,60000,122426.792,134,7.2,3701
Comedy,en,14.795,9000,20458.34,90,7.1,964
Comedy,en,14.791,30000,42886.719,107,6.8,1151
Drama,en,14.779,4800,10337.387,90,5.858,2143
Drama,en,14.774,7000,7600,123,7.3,1922
Drama,en,14.755,1800,8000,125,7.7,1150
Comedy,en,14.751,20000,8586.376,94,5.3,562
Drama,en,14.739,20000,73276.047,128,7.309,1012
Drama,en,14.738,25000,9204.549,107,6.5,613
Drama,en,14.736,28000,8555.008,128,6.031,892
Comedy,en,14.727,6500,24793.509,92,7.19,1852
Comedy,en,14.724,32000,42045.846,102,6.1,700
Drama,en,14.71,6000,48618.191,123,7.436,1803
Comedy,en,14.704,10000,29820.616,104,7.1,3206
Comedy,en,14.703,40000,60040.976,107,6.3,1288
Drama,en,14.692,14000,34670.72,119,7.3,947
Drama,en,14.691,31000,106269.971,137,7.016,340
Drama,en,14.679,19000,174999.005,99,6.5,888
Drama,en,14.677,18000,8038.061,112,6.859,539
Comedy,en,14.675,70000,176104.344,87,5.3,1484
Drama,en,14.666,27000,7164.778,111,6.4,1145
Drama,en,14.66,27500,19200,137,6.4,232
Comedy,en,14.658,28000,103173.635,114,6.6,781
Comedy,en,14.657,57000,52164.016,123,6.2,954
Comedy,en,14.649,25000,74188.937,121,6.853,1316
Drama,en,14.646,12000,42100,129,6.124,2267
Comedy,en,14.645,58000,53672.08,127,6.175,525
Comedy,en,14.639,49900,28013.733,102,5.323,1152
Drama,en,14.617,6100,5700,119,7,195
Comedy,en,14.614,25000,4152.23,92,6.104,542
Comedy,en,14.604,31000,35419.397,110,6.7,429
Drama,en,14.601,20000,25975.621,133,7.1,1241
Drama,en,14.592,8000,1411.927,112,6.748,636
Drama,en,14.591,21000,16443.609,99,6.8,841
Drama,en,14.587,27000,115505.027,104,6.8,2879
Drama,en,14.566,40000,55247.881,129,7,1822
Comedy,en,14.563,24000,68729.358,94,5.963,1909
Drama,en,14.557,8000,106260,105,7.566,1920
Comedy,en,14.553,20000,55030.051,112,6.3,398
Drama,en,14.551,5019.77,4335.968,176,7.1,248
Comedy,en,14.541,40000,21577.624,100,5.7,404
Drama,en,14.54,35000,25224.242,126,7.2,526
Comedy,fr,14.539,16438.275,1453.459,89,5.069,137
Comedy,en,14.538,53000,95226.116,118,5.417,765
Comedy,en,14.531,2900,43008.075,121,6.8,227
Drama,en,14.513,21000,55033.767,118,6.7,1160
Comedy,en,14.51,58000,85280.25,103,5.3,837
Comedy,en,14.503,18000,27000,81,5.3,513
Drama,en,14.502,40000,31670.62,135,6.8,500
Drama,en,14.488,13500,19255.873,131,7.837,2550
Comedy,en,14.483,18000,49101.993,102,6.7,1007
Comedy,en,14.48,26000,24079.268,92,5.4,679
Drama,en,14.48,15000,7938.872,111,6.568,1750
Drama,en,14.472,5000,3049.135,109,7,772
Comedy,en,14.463,10000,40697.761,98,6.6,1258
Comedy,en,14.46,23000,38689.94,97,6,335
Comedy,en,14.426,22000,60088.98,102,6.2,524
Comedy,fr,14.425,4000,1794.187,99,7.336,1191
Comedy,en,14.409,17500,19179.969,110,5.9,451
Drama,fr,14.407,3500,4100,99,7.1,2787
Comedy,en,14.398,11000,91258,96,6.3,361
Comedy,en,14.397,5000,13203.541,92,5.8,221
Drama,en,14.397,4000,8095.658,98,6.114,429
Comedy,en,14.389,62000,107879.496,114,6.587,595
Drama,en,14.38,30000,140081.992,109,6.356,306
Comedy,en,14.376,35000,81000,99,5.7,645
Drama,en,14.358,25000,21567.853,136,6.8,595
Drama,en,14.35,6000,13231.461,96,6.6,1016
Drama,fr,14.35,3000,9801.375,131,7.3,895
Comedy,en,14.348,17000,20455.276,95,6.1,351
Comedy,en,14.343,13000,7820.688,94,6.8,554
Comedy,en,14.341,4000,9800,90,6.7,378
Drama,en,14.34,745.971,3335.913,110,6.166,308
Comedy,en,14.323,400,46118.097,95,6.803,1566
Comedy,en,14.318,24000,41895.491,138,7.277,1175
Drama,en,14.313,70000,32287.044,125,6.4,802
Comedy,en,14.309,22000,33788.161,104,6.4,1312
Drama,en,14.299,23000,16123.851,141,5.8,325
Comedy,en,14.29,75000,54264.342,102,5.66,471
Comedy,en,14.285,26000,48563.556,93,5.097,216
Comedy,en,14.271,9000,11200,106,5.6,208
Comedy,en,14.27,11500,11528.9,100,6.5,245
Drama,en,14.269,15000,84431.625,107,7.1,1274
Drama,en,14.262,130,54667.954,79,5.5,927
Drama,en,14.259,30000,38000,101,5,252
Comedy,en,14.249,48000,35743.308,132,6.8,397
Drama,en,14.24,55000,34234.008,94,6.2,642
Drama,en,14.237,30000,24172.201,133,6.957,1285
Comedy,en,14.236,5000,3500,86,6.2,164
Drama,en,14.232,65000,43545.364,124,6.9,581
Comedy,en,14.23,35000,65090.821,112,6.3,926
Drama,en,14.229,24000,17506.878,124,6.7,799
Comedy,en,14.226,12000,27400,100,6.9,362
Comedy,en,14.207,39000,12780.692,116,6.6,1029
Comedy,en,14.207,30000,121550.75,102,7.2,2081
Comedy,en,14.203,8500,38702.31,113,6.2,176
Comedy,en,14.186,20000,33526.835,85,6.3,340
Drama,fr,14.161,15000,133432.856,100,7.4,2900
Drama,en,14.158,30000,7000,106,6.318,868
Drama,en,14.152,25000,30000,98,7.1,1078
Comedy,en,14.147,11000,242780.96,102,6.2,865
Drama,en,14.143,4600,1432.799,97,5.7,160
Drama,en,14.135,18000,18532.286,108,6.293,215
Drama,en,14.119,3000,2847.319,117,6.796,851
Drama,en,14.112,46000,100860.818,116,6.5,753
Comedy,en,14.11,30000,160259.319,111,6.4,2839
Drama,en,14.109,4100,36000,135,6.8,186
Drama,en,14.098,30000,21600,132,6.8,520
Comedy,en,14.087,35000,63710,100,6.8,692
Comedy,en,14.087,8000,63464.861,104,7.251,3441
Drama,en,14.074,6500,22889.018,127,7.4,638
Drama,en,14.069,4000,11832.822,111,6.2,465
Comedy,en,14.067,35000,57059.003,127,6.5,598
Comedy,en,14.053,2900,296.557,85,7.1,502
Drama,fr,14.051,6600,7632.42,135,7.741,1208
Comedy,en,14.049,25000,39200,103,6.3,812
Drama,en,14.043,11500,23237.911,134,7.37,1065
Drama,en,14.043,35000,11560.806,102,5.717,302
Drama,en,14.041,42000,63781.81,115,6.3,680
Comedy,en,14.032,900,9097.072,90,4.8,243
Comedy,en,14.025,28000,92000,110,6.66,634
Comedy,en,14.014,7154.497,15500,111,7.2,144
Comedy,en,14.013,16000,81452.156,127,6.3,128
Comedy,en,13.996,30000,60864.87,116,6.1,258
Drama,en,13.994,2300,35000,121,7.531,1446
Comedy,en,13.988,8000,17460.02,82,6.325,453
Comedy,en,13.978,1350,28356.188,105,8.1,5823
Comedy,en,13.974,6000,38435.947,105,6.3,558
Comedy,en,13.967,12000,110996.879,111,6.5,526
Comedy,en,13.966,15000,34000,86,5.14,211
Comedy,en,13.964,19000,32801.173,115,7.395,2114
Drama,en,13.964,25000,66980.456,97,6.55,4174
Drama,en,13.957,45000,112006.296,123,6.41,999
Drama,fr,13.95,9804.69,2341.534,130,6.7,1676
Comedy,en,13.942,17500,25024.919,116,6.354,785
Drama,en,13.937,900,2019.874,92,6.9,845
Comedy,en,13.935,29000,48902.953,110,6.7,1312
Comedy,en,13.913,10000,21630.088,110,6.1,491
Drama,en,13.899,5000,19280.931,91,5.8,2080
Drama,en,13.891,5500,58972.904,124,6.8,743
Drama,en,13.885,50000,93974.62,128,6.423,1178
Comedy,en,13.876,20000,42000,109,6.4,445
Comedy,en,13.874,6600,37710.61,112,6,180
Comedy,en,13.866,70000,309457.509,116,6.1,1728
Drama,en,13.862,2500,4729.352,98,7.1,434
Comedy,en,13.858,5000,10429.707,98,5.6,262
Drama,en,13.828,30000,5092.129,102,5.6,931
Comedy,en,13.827,40000,34200,88,5.632,803
Drama,en,13.823,20000,89137.047,107,7.2,3134
Drama,en,13.82,12500,3878.993,118,6.8,109
Comedy,en,13.802,10000,78720.293,104,6.2,663
Comedy,en,13.792,13000,54837.234,102,7.1,1653
Comedy,en,13.778,30250,115101.622,105,6.46,849
Comedy,en,13.778,20000,74827.344,103,5.7,378
Drama,en,13.775,6000,12500,208,6.6,198
Comedy,en,13.766,600,7205.073,78,6.5,319
Comedy,en,13.764,85000,219103.655,121,6.5,1216
Drama,en,13.757,20000,38673.75,120,7.4,881
Drama,en,13.72,13800,52293.982,119,6.8,1119
Drama,en,13.716,15000,49000,183,8,3287
Drama,fr,13.698,64,24.517,84,7.822,519
Comedy,en,13.686,169,18564.702,103,6.6,487
Drama,en,13.675,20000,7535.331,101,6.341,580
Drama,en,13.667,22000,413.454,97,6.2,316
Comedy,en,13.651,5000,56303.596,120,7.3,2176
Drama,en,13.632,2000,13831.503,101,6.817,1535
Drama,en,13.622,2000,4221.036,104,6.6,235
Comedy,en,13.618,1000,602.302,94,6.171,339
Comedy,en,13.615,15000,27293.743,103,6.5,696
Drama,en,13.597,6000,585.333,87,7,279
Drama,en,13.596,107000,87713.825,157,6.8,1473
Drama,fr,13.589,4000,911.466,96,5.4,137
Comedy,en,13.587,19000,69631.118,95,5.556,576
Drama,en,13.586,25000,39053.061,119,6.5,1163
Drama,fr,13.582,18000,9495.408,131,7.4,337
Drama,en,13.58,7000,40185.556,121,7.4,1230
Comedy,en,13.577,40000,106407.672,101,6.4,1477
Comedy,en,13.573,20000,177243.185,115,6.833,2599
Drama,en,13.571,10000,25010.896,99,6.5,228
Drama,en,13.568,5692.172,1742.215,124,5.9,195
Drama,en,13.566,4000,143.837,93,6.9,258
Drama,en,13.565,3000,10000,179,8.041,629
Comedy,en,13.561,28000,77516.304,90,6.9,1676
Drama,en,13.555,1500,2375.097,110,7.1,722
Drama,en,13.547,22000,13025.86,122,6.3,1080
Drama,en,13.532,12000,56298.474,123,7.4,1833
Drama,en,13.513,350,2400,91,7.2,109
Drama,en,13.499,5400,12055.868,110,6.482,368
Comedy,en,13.497,14000,29100,101,5.9,436
Drama,en,13.494,15000,30127.963,115,6.644,306
Drama,en,13.488,13000,18704.595,102,7,1373
Drama,en,13.485,20000,15473.333,199,6.4,142
Drama,en,13.481,22000,23530.831,114,6.6,525
Drama,en,13.48,1000,15440.333,112,6.944,2882
Drama,en,13.469,1800,6877.9,117,7.3,152
Comedy,en,13.445,35000,42064.105,117,6.7,1304
Comedy,en,13.445,6000,28202.109,95,5.4,145
Comedy,en,13.433,18000,9000,152,6.2,141
Drama,en,13.43,20000,21284.514,106,6.589,660
Drama,en,13.412,14000,5080.409,115,7.489,1378
Comedy,en,13.41,9000,18644.57,100,5.7,130
Comedy,en,13.404,36000,64780.213,93,5.2,794
Comedy,en,13.391,8000,22593.409,91,6.5,299
Drama,en,13.384,25000,116766.556,106,7.3,3259
Comedy,en,13.383,500,745.327,92,6,163
Comedy,en,13.352,1500,3566.225,104,5.7,927
Drama,en,13.343,11000,39363.635,122,7.4,1152
Drama,en,13.338,40000,151161.491,90,6.4,1787
Comedy,en,13.318,1100,2200,130,6.761,272
Comedy,en,13.308,250.3,23076.657,100,7.437,1263
Drama,en,13.302,40000,34227.298,109,5.9,1887
Comedy,en,13.299,69000,86387.857,114,5.7,1613
Comedy,en,13.285,40000,26155.781,98,5.7,819
Comedy,en,13.278,55000,23000,107,5.9,509
Comedy,en,13.275,20000,54830.779,104,6.3,508
Drama,en,13.273,1987.65,19152.48,94,6.6,2476
Drama,en,13.271,5000,40.4,101,6.4,123
Drama,en,13.264,30000,34441.873,122,6.8,3771
Comedy,en,13.263,22000,63647.656,106,5.9,3448
Drama,en,13.26,20000,20211.394,115,6.575,850
Drama,en,13.257,15000,39100,118,7,237
Comedy,en,13.251,1800,12000,100,7.1,744
Comedy,en,13.251,3000,11947.954,87,5.4,1110
Drama,en,13.249,650,33.245,98,6.2,655
Comedy,en,13.231,26000,51164.106,105,6.237,1314
Comedy,en,13.216,19000,49830.607,101,6.2,1669
Drama,en,13.205,25000,41597.83,114,7.321,1452
Drama,en,13.196,1200,34100,135,7.6,644
Drama,en,13.195,2500,6401.336,104,7.1,967
Comedy,en,13.189,60000,170268.75,101,5.8,2004
Drama,en,13.189,1500,22240.529,108,6.8,451
Drama,en,13.186,70000,72785.169,110,5.571,1189
Drama,en,13.168,18000,382.174,98,4.7,177
Comedy,en,13.161,5000,4554.065,95,5.6,398
Comedy,en,13.139,31000,41512.007,98,6.2,861
Drama,en,13.136,6500,26533.2,144,6.3,406
Drama,en,13.134,34000,32255.44,139,6.981,932
Comedy,en,13.128,6000,156.318,91,5.7,99
Drama,en,13.125,26000,61489.265,115,6.5,1312
Comedy,en,13.121,385.373,1117.92,84,7.1,616
Drama,en,13.117,4000,48137.666,166,7.511,4650
Comedy,en,13.113,3000,33946.224,94,6.6,279
Comedy,en,13.113,8500,5001.655,104,5.2,306
Comedy,en,13.106,15000,6700,95,6.8,559
Drama,en,13.105,29000,22773.535,118,6.7,463
Drama,en,13.09,9800,16303.643,110,6.838,733
Comedy,en,13.087,35000,77477.008,106,6.138,1275
Drama,en,13.084,31000,15134.293,105,6.2,262
Comedy,en,13.082,15000,40105.542,99,4.926,880
Drama,en,13.077,10000,136836.156,124,6.946,1137
Drama,en,13.073,9000,13960.394,100,6.4,2126
Comedy,en,13.072,12000,22939.027,94,5.8,1082
Comedy,en,13.064,29000,78636.257,91,5.9,1215
Drama,en,13.059,57000,62112.895,131,5.934,454
Comedy,en,13.057,8000,10130,104,6.1,407
Drama,en,13.039,10000,1710.528,129,5.4,776
Drama,en,13.038,13000,65796.862,133,7.9,1479
Drama,en,13.027,10000,89.237,118,6.3,715
Drama,en,13.008,14000,16002.42,106,7.258,1487
Comedy,en,12.994,250,31.014,78,7.2,375
Comedy,en,12.992,16000,20627.372,94,6,351
Comedy,en,12.975,21000,177200,116,7.2,1498
Comedy,en,12.971,40000,16872.671,103,5.7,425
Drama,en,12.962,8000,16860.964,93,6.2,581
Drama,en,12.958,50000,170128.46,107,6.4,1060
Drama,en,12.958,6000,11122.09,96,6.7,2080
Comedy,en,12.954,23000,12195.626,111,6.2,546
Comedy,en,12.954,30000,43763.247,97,6.5,2476
Drama,en,12.954,20500,6063.556,109,5.7,1075
Comedy,en,12.946,20000,25000.167,113,6,383
Comedy,en,12.942,5000,6538.177,94,6.6,539
Drama,en,12.94,20000,73830.34,108,5.747,561
Drama,en,12.939,25000,15366.466,101,6.4,1209
Comedy,en,12.936,40000,19322.135,89,6.1,1494
Drama,en,12.926,6000,54766.923,124,7.4,518
Comedy,en,12.923,25000,2438.031,93,4.7,177
Comedy,fr,12.921,3400,20258.904,85,6.816,1736
Comedy,en,12.917,3500,81600,116,7,849
Comedy,en,12.912,5000,2614.773,97,6.1,504
Drama,en,12.911,25000,2000,93,6.1,776
Comedy,en,12.909,35000,23562.716,109,6.3,420
Drama,en,12.905,30000,30536.013,151,6.527,982
Drama,en,12.904,12000,52223.306,96,6.6,1451
Comedy,en,12.902,3500,257850.122,91,7,1375
Comedy,en,12.901,50000,173649.015,119,6.1,2230
Comedy,en,12.895,45000,38058.335,134,6.2,403
Drama,en,12.893,14400,34700.291,142,7.5,606
Drama,en,12.886,60000,74541.707,115,6.4,660
Drama,en,12.885,24000,12096.3,134,6.7,2061
Comedy,en,12.883,5000,5042.014,87,6,870
Drama,en,12.88,50000,10382.407,135,6.049,405
Drama,en,12.879,500,142.666,89,7.786,439
Comedy,en,12.875,20000,27728.118,124,7.5,375
Drama,en,12.871,10000,4073.489,109,6.8,576
Drama,en,12.866,35000,84606.03,137,6.2,2176
Drama,en,12.862,9000,4612.788,174,7.153,538
Comedy,en,12.861,10000,2500,97,4.4,149
Drama,en,12.86,2000,11000,114,7.5,291
Drama,en,12.856,17000,10015.449,97,7.6,848
Comedy,en,12.851,26000,21949.234,90,6,264
Drama,en,12.844,29000,26385.941,115,6.938,296
Drama,en,12.834,25000,24902.723,120,6.354,847
Drama,en,12.834,53000,98837.872,123,6.452,2987
Comedy,en,12.821,30000,64444.713,99,5.94,576
Comedy,en,12.821,3500,2000,107,6.152,135
Drama,en,12.816,3000,20966.644,117,7,620
Comedy,en,12.766,82000,47434.43,118,7.267,1507
Comedy,en,12.763,12000,31179.516,97,5.5,157
Drama,en,12.76,22000,88880.821,122,7.305,1285
Comedy,en,12.759,21000,49050.886,92,5.8,831
Comedy,en,12.752,3500,2015.81,128,7.6,691
Comedy,en,12.74,18000,41382.841,103,6.1,458
Drama,en,12.737,30000,35078.241,92,6.6,419
Drama,en,12.734,13000,16757.163,106,5.8,405
Drama,en,12.733,2300,7000,122,7.4,298
Drama,en,12.727,6000,80000,139,6,180
Comedy,en,12.718,20000,12225.023,111,5.813,420
Drama,en,12.717,2000,21750,124,7.2,265
Comedy,en,12.715,2100,2000,130,7.1,255
Comedy,fr,12.705,25868.826,18552.314,110,4.084,607
Drama,en,12.704,15000,119285.432,109,7.3,428
Drama,fr,12.703,8900,29844.753,127,7.763,1503
Comedy,en,12.703,6000,33833.201,103,6.8,436
Comedy,en,12.7,54000,130628.903,108,5.6,1177
Drama,en,12.693,12000,20101.247,186,7,271
Comedy,en,12.691,10000,7022.728,96,6.2,531
Comedy,en,12.676,45000,21075.014,117,5.7,442
Comedy,en,12.675,20000,10686.841,96,7.3,814
Drama,en,12.675,14000,27515.786,109,6.88,204
Comedy,en,12.671,40000,136333.522,110,5.8,2543
Comedy,en,12.655,75000,59418.613,123,6.2,1119
Comedy,en,12.651,750,5500,86,6.5,109
Drama,en,12.648,16000,18928.871,100,6.392,273
Comedy,en,12.648,35000,22034.832,111,5.4,309
Comedy,en,12.645,7000,8800,111,7.07,1284
Drama,en,12.633,2000,1477.002,102,6.604,645
Comedy,en,12.618,12,6000,92,6.2,404
Comedy,en,12.614,9000,17000,90,6.3,165
Comedy,en,12.614,60000,55003.135,96,5.8,1062
Comedy,en,12.612,587.211,587.211,94,6.036,196
Drama,en,12.609,11000,32861.136,139,7.2,113
Comedy,en,12.607,10000,46720.491,106,6.9,1121
Comedy,en,12.603,50000,87134.28,98,4.9,486
Comedy,en,12.601,60000,108431.355,109,5.2,1278
Drama,en,12.589,20000,66899.242,114,6.1,159
Drama,en,12.588,200,1192.655,80,6.8,236
Comedy,en,12.581,19000,29152.618,110,6.2,260
Drama,en,12.573,10000,408.68,102,5.378,515
Drama,en,12.562,725,10600,102,6.6,389
