genres,original_language,popularity,budget,revenue,runtime,vote_average,vote_count
Drama,en,9.753,74.05,176.153,98,5.9,124
Comedy,en,9.751,2000,4200,102,6,103
Drama,fr,9.737,10000,28041.861,104,6.4,653
Drama,en,9.724,6700,1430.655,87,6.7,331
Comedy,fr,9.717,2978,4192.59,94,5.3,167
Drama,en,9.697,11000,6191.746,104,6.4,142
Comedy,en,9.695,31000,53208.18,109,6.4,1159
Drama,en,9.689,3500,3400.977,94,7.1,587
Drama,en,9.688,475,3919.254,110,6.8,1042
Comedy,en,9.682,6000,6852.45,101,6,142
Drama,en,9.677,12500,23367.586,120,6.8,392
Comedy,en,9.667,6500,13368.437,88,5.1,509
Comedy,en,9.655,2500,1189.315,93,5.9,183
Comedy,en,9.649,10000,50752.337,101,6.6,710
Drama,en,9.645,5000,75.143,91,6,227
Comedy,en,9.644,12000,5542.025,86,5.8,134
Drama,en,9.633,3500,12800,149,7.1,143
Comedy,fr,9.631,33,205.569,96,7.3,734
Comedy,en,9.629,1200,44527.234,106,7.6,469
Drama,en,9.627,4000,2365.467,118,6.529,822
Drama,en,9.626,35000,8797.839,108,6,151
Drama,fr,9.623,8000,2000,108,6.6,186
Comedy,en,9.621,6000,3685.862,97,6.9,227
Drama,en,9.619,31000,9493.259,143,7.4,883
Comedy,en,9.616,500,264.349,93,6.5,496
Drama,fr,9.616,20000,151.53,118,6.3,868
Drama,en,9.614,17000,10278.549,103,5.9,138
Comedy,en,9.613,25000,11772.461,116,6.251,171
Comedy,en,9.612,6000,2025.238,95,6,112
Comedy,en,9.612,6000,40940.662,91,6.4,652
Drama,en,9.606,45000,9323.833,160,6.1,311
Comedy,en,9.603,9000,4777.465,97,6.7,227
Drama,en,9.603,7000,4000,125,6.8,115
Comedy,en,9.596,1644.736,7433.101,126,7.516,316
Drama,en,9.593,7000,409.144,123,6.4,106
Comedy,en,9.592,10000,680.351,87,6.4,410
Drama,en,9.592,20000,45636.368,113,6.6,753
Drama,en,9.579,900,1000,137,8,415
Comedy,en,9.576,24000,8434.146,124,5.562,129
Comedy,en,9.567,15000,508.084,93,5.4,97
Comedy,en,9.564,11000,71600,93,6.614,324
Drama,en,9.557,14000,32482.682,132,6.4,242
Drama,en,9.547,15000,11300.653,133,5.3,170
Drama,en,9.543,15000,12201.255,103,5.1,112
Drama,en,9.539,35000,4651.977,114,7.1,168
Comedy,en,9.535,13000,29.296,80,5.931,116
Drama,en,9.529,7500,33736.689,131,7.8,671
Comedy,en,9.526,609,3202,101,7.3,250
Drama,en,9.524,21000,13583.69,95,5.7,230
Comedy,en,9.524,40000,24332.324,128,6.1,252
Drama,en,9.521,23000,18653.615,114,6.1,229
Drama,en,9.508,20000,50907.234,104,7.2,1463
Comedy,en,9.507,9000,46789.413,90,6.9,1469
Drama,en,9.503,8500,784.522,100,5.9,133
Drama,en,9.501,50000,9448.082,114,6.6,410
Comedy,en,9.499,2800,1544.973,106,7.3,360
Comedy,en,9.494,15000,28215.453,134,7.3,352
Drama,en,9.492,9000,1709.178,103,6,208
Comedy,fr,9.489,22700,62794.894,91,6.014,1014
Comedy,en,9.487,14000,52223.306,149,7.2,332
Drama,en,9.483,44000,13681.765,192,6.9,291
Comedy,en,9.477,17010,24941.969,96,5.4,102
Comedy,en,9.475,1000,14659.448,95,6.4,412
Drama,en,9.475,1920,3360,113,7.3,133
Comedy,en,9.469,3000,4243.957,98,5.4,238
Comedy,en,9.467,23000,22844.291,121,4.9,281
Comedy,en,9.464,20000,132675.402,105,5.969,614
Drama,en,9.446,12000,40716.963,116,6.7,161
Drama,en,9.436,8000,8279.017,92,6.7,468
Drama,fr,9.428,7000,7736.632,106,7,331
Comedy,en,9.413,8000,337.174,109,5.2,109
Drama,en,9.413,60000,12069.719,114,5.197,347
Comedy,en,9.401,45000,24000,120,5.9,1026
Comedy,en,9.389,9000,14949.697,107,7.3,1588
Drama,en,9.386,6500,11118,167,6.9,210
Drama,en,9.386,16000,2084.628,102,6.1,1252
Comedy,en,9.381,17000,10006.806,171,7.025,363
Drama,en,9.379,10000,96542.059,108,6.6,303
Comedy,en,9.376,20000,13801.755,97,6.4,398
Comedy,fr,9.374,7508.646,10890.811,103,7.4,834
Drama,en,9.373,1700,1007.962,77,5.004,246
Comedy,en,9.369,14000,541.84,100,6.238,269
Comedy,fr,9.367,6837.995,6294.941,90,6.6,262
Comedy,en,9.366,25000,26381.221,100,6,379
Drama,en,9.362,4000,253.899,105,7.4,135
Comedy,en,9.358,23000,52487.045,97,5.311,246
Drama,en,9.354,17000,9439.66,98,6.7,249
Drama,en,9.354,33000,1132.112,137,6.7,220
Comedy,en,9.348,3800,1016.985,88,6.3,254
Drama,en,9.336,16000,2849.142,113,6.5,289
Comedy,en,9.329,22000,39071.603,101,6.6,224
Comedy,en,9.318,5000,5502.773,91,6.3,182
Comedy,en,9.316,12700,3430.018,112,6.7,260
Drama,en,9.315,786.675,861.789,85,7.1,157
Comedy,en,9.306,20000,17807.569,100,5.4,296
Comedy,en,9.3,500,376.597,85,6.473,225
Comedy,en,9.289,30000,53653.224,113,7.3,1974
Drama,en,9.282,20000,13204.291,133,6.4,128
Comedy,en,9.278,7200,12629.471,113,6.7,252
Comedy,en,9.278,40000,41863.726,95,5.6,610
Drama,en,9.276,10000,3727.746,122,5.6,526
Comedy,en,9.272,3000,2807.39,139,7.5,682
Comedy,en,9.272,4000,100000,94,6.9,686
Comedy,en,9.256,175,7137.503,84,6.7,262
Comedy,fr,9.247,6000,14348.529,98,5.8,629
Drama,en,9.247,1020,2000,88,7.7,650
Comedy,en,9.241,900,142.783,106,6.302,101
Comedy,en,9.238,8000,21706.101,124,7.2,645
Drama,en,9.235,6000,3661.757,96,5.8,197
Drama,en,9.226,16800,2312.717,122,6.1,247
Comedy,en,9.214,24000,14782.676,89,5.8,149
Drama,en,9.213,4000,36000,152,6.3,195
Drama,en,9.212,20000,31678.778,164,6.4,198
Drama,fr,9.203,4000,641.1,115,7.053,988
Comedy,en,9.195,15000,33771.174,120,7.1,605
Comedy,en,9.195,30000,29202.884,108,6.314,194
Drama,en,9.194,8500,15861.566,120,6.5,485
Comedy,en,9.192,8000,3020.601,113,6.4,155
Comedy,en,9.192,823.258,823.258,105,5.9,139
Comedy,en,9.19,20000,16000,106,5.9,170
Comedy,en,9.177,30000,14000,110,5,138
Drama,en,9.176,20,10.158,71,4.514,105
Comedy,en,9.169,9900,23600,96,6.5,218
Comedy,en,9.169,25000,68474.305,98,6.5,1022
Drama,fr,9.167,16040.77,10435.322,130,6.2,576
Drama,en,9.167,422,2600,89,6.2,153
Drama,en,9.162,9000,21571.189,121,6.8,317
Drama,en,9.155,2000,622.806,96,6.3,105
Drama,en,9.146,6000,1600,96,5.995,195
Comedy,en,9.145,3000,6342.668,102,5.8,195
Comedy,en,9.133,35000,14431.253,91,5.4,705
Drama,en,9.129,3500,44.462,101,6.4,477
Comedy,en,9.126,10000,248.37,91,6.4,132
Comedy,en,9.123,12000,40050.884,107,6.4,524
Drama,en,9.119,10000,41200.02,116,6.4,158
Comedy,en,9.114,26000,160188.546,116,6.877,952
Comedy,en,9.109,17000,71625.195,123,6.6,228
Drama,fr,9.108,300,33000,95,6.1,187
Comedy,en,9.102,13000,18428.904,114,6.6,266
Drama,en,9.1,17000,29712.172,136,6.7,271
Drama,en,9.098,3500,615.816,108,6.1,321
Drama,en,9.095,1500,712.294,111,6.1,125
Drama,fr,9.09,15400,25762.027,123,7.2,1221
Drama,en,9.088,14000,18535.191,97,6.4,160
Drama,en,9.082,23000,15600,118,6.674,683
Comedy,en,9.082,575.375,684.2,95,7.6,269
Drama,en,9.08,4500,123.82,97,4.939,221
Drama,en,9.079,6500,24265.583,116,6.4,208
Comedy,en,9.077,4000,4630.045,84,5.7,246
Drama,en,9.077,5000,8159.508,121,7.548,715
Comedy,en,9.075,21000,17600,120,5.7,205
Comedy,en,9.065,35000,30526.509,122,6,528
Comedy,en,9.05,6000,35547.761,95,6.8,239
Drama,en,9.043,8000,105.983,122,5.9,270
Comedy,fr,9.022,3500,4645.75,103,6.6,386
Comedy,en,9.018,13000,51.917,90,5.3,159
Drama,en,9.017,8000,12396.383,98,6.4,245
Comedy,en,9.016,8045.76,35150.96,95,6,238
Drama,en,9.014,10900,16505.46,105,7.2,619
Comedy,en,9.014,11000,13196.245,90,5.4,155
Comedy,en,9.012,7000,8349.43,112,7.3,379
Comedy,en,9.005,50000,6808.55,88,4.888,210
Drama,en,9.002,50000,15302.85,105,6.1,143
Drama,en,8.995,3900,28350,120,7.3,334
Comedy,en,8.992,62000,40854.735,87,4.2,619
Drama,en,8.988,56000,12923.936,219,6.26,148
Comedy,en,8.987,7000,14702.438,92,6.2,198
Drama,en,8.983,20000,346.594,110,5.443,97
Comedy,fr,8.98,27000,17854.472,103,4.5,472
Comedy,en,8.977,12000,2280.148,101,7.1,149
Comedy,en,8.971,1000,1897.363,95,6.9,1457
Drama,en,8.964,18000,36133.014,109,5.925,583
Comedy,en,8.96,10000,19000,84,5.4,151
Comedy,en,8.954,11000,11439.193,97,6.5,267
Comedy,fr,8.953,10900,31451.622,103,6.512,1181
Comedy,fr,8.931,4340,2329.813,74,6.018,250
Comedy,en,8.928,23000,12800,114,6.3,181
Comedy,en,8.924,30000,27437.881,100,5.6,1288
Drama,fr,8.923,3000,1001.305,112,7.506,405
Drama,en,8.922,2700,5000,93,6.8,162
Comedy,fr,8.918,3500,14751.272,90,5.7,352
Drama,en,8.914,12000,100129.872,98,7.4,1418
Comedy,en,8.911,930,30.905,100,5.5,122
Drama,en,8.905,11000,61619.773,109,7.3,1241
Comedy,en,8.901,55000,65784.503,119,5.3,576
Comedy,en,8.896,11500,69.564,93,5.8,246
Drama,en,8.889,25000,4165.675,99,5.3,267
Comedy,en,8.886,6000,4398.989,95,5.4,198
Drama,en,8.876,55000,9450.897,125,5.8,250
Drama,en,8.875,3800,28200,97,6.6,170
Drama,en,8.865,26350,1576.687,94,5.3,201
Comedy,en,8.856,250,154.323,88,4.5,112
Comedy,en,8.851,1688,2270,133,7,118
Drama,en,8.849,7500,1359.91,101,6.7,218
Drama,en,8.832,120,484.592,96,7.3,464
Drama,fr,8.831,5000,2178.083,98,6.8,104
Drama,fr,8.823,5000,878.668,116,6.7,200
Comedy,en,8.819,5000,1980.338,116,6.2,147
Comedy,en,8.816,439,2281,89,6.9,141
Comedy,en,8.816,19000,18254.702,104,7.5,739
Comedy,en,8.808,7000,1941.667,90,5.6,445
Drama,en,8.798,10000,1759.252,98,7.2,182
Drama,en,8.797,7800,326.563,109,6.429,155
Drama,en,8.791,14000,13819.139,111,6.7,462
Comedy,en,8.789,9000,4886.216,92,5.9,149
Drama,en,8.787,3400,2500,97,7.7,372
Drama,en,8.785,9000,34573.78,120,6.6,113
Drama,en,8.778,9000,5406.879,116,5.1,114
Comedy,en,8.77,30000,15368.897,96,5.2,171
Comedy,en,8.763,4400,36145.695,87,6.5,269
Comedy,en,8.759,3500,34705.85,106,6.6,1305
Comedy,en,8.755,26000,270.813,99,4.346,204
Drama,en,8.751,3000,17800,170,6.7,152
Drama,en,8.75,7000,449.702,106,6.8,563
Drama,en,8.739,11000,30503.151,105,6.2,155
Drama,en,8.732,4500,8400,92,6.6,97
Comedy,en,8.725,30000,8315.693,93,5.5,114
Comedy,en,8.716,13000,62464.731,89,5.1,177
Drama,en,8.684,8000,5555.305,105,6,131
Drama,en,8.671,10000,21786.738,95,6.4,633
Comedy,fr,8.639,13000,7201.952,117,6.9,257
Comedy,en,8.636,3000,43515.982,91,7.156,227
Drama,en,8.633,5500,5000,130,5.7,123
Drama,en,8.628,80000,53825.515,119,5.5,539
Comedy,fr,8.625,8000,3432.342,99,7.1,319
Drama,en,8.624,6500,1595.417,113,6.8,354
Drama,en,8.62,2200,9991.258,160,7.3,318
Drama,en,8.619,35000,858.553,108,6.2,110
Comedy,en,8.617,6000,18750.246,91,6.8,197
Drama,en,8.613,15000,8138.788,106,6.3,599
Drama,en,8.607,3000,2404.3,123,7,717
Drama,en,8.601,10000,6451.628,105,7,296
Drama,en,8.6,3000,222.559,102,6.9,701
Comedy,fr,8.597,28000,93800,108,5.8,999
Comedy,en,8.591,20000,18253.415,114,6.716,194
Comedy,en,8.588,1000,35000,81,4.8,202
Comedy,en,8.584,1728,9470,100,7.2,235
Drama,en,8.575,1344,13500,134,7.1,208
Comedy,en,8.567,6000,8200,108,6.7,185
Drama,en,8.554,29000,25899.797,157,7.1,164
Drama,fr,8.533,900,528.428,103,7.14,676
Drama,fr,8.532,20000,25346.148,115,7.6,908
Drama,en,8.522,15000,4627.375,97,5.3,156
Comedy,en,8.521,8000,1653.792,91,5.7,256
Drama,en,8.503,5000,1919.653,103,5.3,133
Comedy,fr,8.502,7000,11311.521,90,6.8,289
Comedy,en,8.502,25000,24362.772,108,5.2,164
Drama,en,8.495,4000,3468.572,110,7,172
Drama,en,8.491,3000,13000,127,6.625,473
Drama,en,8.49,8000,27201.487,163,6.9,237
Drama,en,8.483,1100,2000,100,6.9,111
Comedy,en,8.474,6000,48400,112,6.7,152
Drama,en,8.47,6000,1300,144,6.862,98
Drama,en,8.469,23000,12803.305,98,6.7,529
Drama,en,8.466,14000,46.495,150,6.3,244
Drama,en,8.461,4500,7206.22,113,6.8,237
Comedy,en,8.46,17000,7314.027,107,5,254
Comedy,en,8.457,20000,51684.798,106,6.291,177
Comedy,en,8.449,12000,5254.986,97,6.667,549
Comedy,en,8.445,50000,83000,112,6.1,251
Drama,en,8.442,7000,20000,104,5.9,161
Drama,en,8.44,1000,1700,110,6.2,157
Comedy,en,8.425,7000,2697.93,106,7.2,647
Comedy,en,8.424,2000,18344.729,87,6.9,652
Comedy,en,8.422,25000,1614.266,95,5.5,123
Drama,en,8.418,14000,1029.721,116,6.3,115
Comedy,en,8.403,25000,35208.854,96,5.6,223
Comedy,en,8.403,35000,69701.637,114,6.1,124
Comedy,en,8.395,62000,65565.672,116,7,1468
Drama,en,8.395,1000,5457.664,97,6.7,259
Comedy,en,8.389,12500,1083.683,108,5.9,236
Drama,en,8.384,12500,11826.98,107,7.1,501
Comedy,en,8.376,673,3165,112,7.4,126
Comedy,en,8.376,8000,9128.263,104,7.1,1418
Comedy,en,8.374,10000,10389.003,89,7,344
Drama,en,8.362,15700,23570.541,98,6.5,1338
Drama,en,8.36,665.603,274.827,140,7.6,144
Drama,en,8.356,8000,46.509,90,6.7,217
Comedy,en,8.345,4913.4,10871.449,96,6.738,385
Comedy,en,8.341,27000,73839.24,116,6.1,199
Comedy,en,8.338,11000,178.104,91,5.8,171
Comedy,en,8.334,5000,27400,104,6.1,363
Comedy,en,8.333,29000,16930.185,100,5.3,259
Drama,en,8.333,50000,13042.112,145,7.2,245
Drama,en,8.33,12000,1400,120,7.1,423
Comedy,en,8.327,13000,36611.61,111,6.1,160
Drama,en,8.322,3000,10400,146,7.3,126
Comedy,en,8.317,3000,3602.884,95,5,133
Comedy,en,8.315,9000,18196.17,89,6.6,303
Comedy,en,8.311,15000,15260.154,89,6.7,294
Comedy,en,8.311,1707.561,7566,113,7,302
Comedy,en,8.303,100,924.793,87,7,545
Drama,en,8.3,3000,21401.949,94,6.1,484
Drama,fr,8.293,23000,15100,113,7.866,1127
Drama,en,8.283,5000,2852.915,127,6.8,149
Drama,en,8.283,25000,18593.156,122,7.303,1002
Drama,en,8.282,10000,16153.593,129,6.5,193
Comedy,en,8.281,700,10522.511,103,6.7,240
Drama,en,8.277,6000,2711.379,93,7.1,378
Drama,en,8.273,6000,7875.862,104,6.9,320
Comedy,en,8.271,6800,351.401,108,6.534,163
Drama,en,8.244,2000,6000,110,7.6,456
Drama,en,8.243,3000,285.112,104,6.6,102
Drama,en,8.223,10000,111.107,111,5.3,223
Comedy,en,8.21,20000,67330.5,133,6.7,334
Comedy,en,8.209,2300,10000,104,7.056,286
Drama,en,8.199,35000,36779.296,106,5.7,339
Comedy,en,8.191,25000,6673.422,104,5.4,360
Comedy,en,8.188,3000,20173.742,85,7.6,737
Drama,en,8.165,8000,2455.027,121,6.9,279
Drama,en,8.162,10000,4417.58,83,6.2,524
Drama,en,8.162,4000,5104.868,119,8.014,108
Drama,fr,8.161,154.79,3311.162,103,7.3,242
Drama,fr,8.156,464.229,62.985,97,7.172,939
Comedy,en,8.148,2000,7900,120,6.8,364
Drama,en,8.145,18000,2827.107,127,7.485,116
Drama,fr,8.126,12000,21026.29,106,6.6,776
Comedy,en,8.119,2500,30900,102,7.9,576
Drama,en,8.097,1250,11000,101,7.7,474
Drama,en,8.095,8000,53.086,112,5.5,101
Drama,en,8.079,8000,852.872,112,5.8,176
Comedy,en,8.068,20000,3970.078,121,6.7,176
Comedy,en,8.054,5000,5476.06,94,6,149
Comedy,en,8.051,25000,38348.988,93,5.5,139
Drama,en,8.047,8138.338,1864.266,125,6.1,150
Comedy,en,8.046,921,2057,88,7.1,121
Comedy,en,8.046,12500,29888.235,108,6.1,411
Drama,en,8.04,10000,14374.652,119,6.6,383
Comedy,en,8.04,20000,96.008,91,5.7,271
Comedy,en,8.033,5000,3833.507,95,6.7,117
Drama,en,8.012,28000,8891.623,119,6.2,199
Comedy,en,8.004,8500,13400,95,4.555,302
Drama,en,7.99,5000,782.102,90,6.2,142
Drama,en,7.978,11000,1428.004,105,6.466,276
Drama,en,7.976,3500,20659.423,104,6.9,116
Drama,fr,7.963,5300,3897.799,122,7.1,976
Comedy,en,7.947,3319.355,13200,116,6.3,261
Drama,en,7.941,6000,14842.388,109,6.5,100
Comedy,en,7.933,22000,19351.569,90,5.5,447
Comedy,en,7.928,22000,33683.2,87,5,380
Comedy,en,7.927,75000,29000,90,5.729,177
Drama,en,7.923,10000,303.877,127,5.9,130
Comedy,en,7.923,6000,15427.192,96,5.6,141
Comedy,en,7.921,12000,38368.909,103,5.5,524
Comedy,en,7.92,10000,1045.786,93,6.5,289
Comedy,en,7.915,31000,50236.831,102,5.964,360
Comedy,fr,7.913,160,100.655,83,7.4,299
Comedy,en,7.897,7000,12741.891,97,5.086,244
Comedy,en,7.869,19000,25537.221,101,6.2,216
Comedy,en,7.865,4000,13401.952,109,6.8,167
Comedy,en,7.865,9900,23600,96,6.5,218
Drama,en,7.864,1558,3373,118,7.4,194
Comedy,en,7.861,4000,66000,94,7.3,290
Comedy,en,7.855,3200,10000,94,5.8,238
Comedy,en,7.85,21000,23450,115,6.4,177
Comedy,en,7.835,14000,6413.915,86,5.165,161
Drama,en,7.829,4150,3230,103,6.993,140
Comedy,en,7.819,9000,20400,103,6.9,176
Drama,en,7.819,3000,9194.283,110,7.1,174
Drama,en,7.816,12000,37823.676,123,7.5,381
Drama,en,7.81,18000,2520,108,6.1,304
Drama,en,7.807,8138.338,1864.266,125,6.1,150
Comedy,en,7.806,35200,37788.228,95,5.5,242
Drama,en,7.804,1800,21000,112,7,395
Drama,en,7.801,5000,1183.258,84,6.6,150
Comedy,en,7.791,860,2451.545,98,6.8,215
Drama,en,7.787,19000,12918.858,115,5.7,151
Drama,en,7.784,6000,6330.054,114,6.4,212
Drama,en,7.777,1500,2044.892,90,6.4,98
Drama,en,7.763,500,769.552,86,6.9,112
Drama,en,7.748,13000,14894.347,112,6.3,223
Comedy,en,7.726,25000,2336.172,114,6.4,169
Comedy,en,7.709,8500,29916.207,95,5.7,117
Comedy,en,7.699,2090,40000,109,6.3,154
Drama,en,7.696,300,600,90,6.3,206
Comedy,en,7.68,58000,41299.492,114,5.8,387
Drama,en,7.665,700,2594,112,6.968,249
Comedy,en,7.651,24000,1141.556,118,5.408,119
Drama,en,7.637,2300,20000,100,7.2,215
Comedy,en,7.636,6500,89.781,91,6.6,102
Comedy,en,7.63,2000,12440.858,91,5.7,116
Drama,en,7.627,7000,10000,109,5.9,100
Drama,en,7.617,10000,148.701,101,6.6,472
Drama,en,7.612,10000,30.283,117,6.111,95
Drama,en,7.599,4000,46.474,105,6,172
Drama,en,7.594,27000,14683.921,132,6.7,134
Drama,en,7.587,5500,16153.953,91,6.5,166
Comedy,en,7.584,79,245,83,5.9,109
Drama,en,7.571,12000,27682.872,115,7.441,1535
Comedy,en,7.569,14000,20000,108,6.3,139
Comedy,en,7.563,3716.946,5000,121,7,165
Comedy,fr,7.562,4000,29456,100,6.32,449
Comedy,en,7.546,5000,726.936,90,5,112
Drama,fr,7.54,7000,7286.136,117,6.1,116
Drama,fr,7.535,11000,10631.747,130,7.3,467
Comedy,en,7.533,5000,295.206,97,6.3,674
Drama,en,7.53,6000,10994.533,122,6.7,258
Comedy,en,7.529,14000,30636.478,82,5.3,248
Drama,en,7.514,2000,3600,141,7.2,216
Comedy,en,7.508,4000,49407.734,110,6.069,173
Comedy,en,7.495,14000,15064.946,96,5.5,117
Drama,en,7.492,6000,3175.469,99,6.3,234
Drama,en,7.491,6500,1548.955,96,6.56,133
Drama,en,7.487,250,3914.43,89,5.4,477
Comedy,fr,7.486,8104.734,920.719,124,5.5,226
Drama,en,7.477,1000,4350,119,7.2,184
Comedy,en,7.47,20000,60072.596,121,6.5,123
Drama,en,7.422,65000,52100,143,6.3,257
Drama,en,7.418,8600,8124.257,167,7.2,116
Comedy,en,7.389,370.8,2256.246,108,7.1,175
Comedy,en,7.385,3300,4941.117,93,6,129
Comedy,en,7.382,2300,49.62,88,5.858,95
Comedy,en,7.365,5000,4856.298,105,6.2,123
Comedy,en,7.36,5000,742.898,98,5.9,149
Drama,en,7.353,8000,2518.012,91,6.5,362
Drama,en,7.352,450,973.525,84,6.4,120
Drama,en,7.329,6000,1344.544,99,6.184,133
Comedy,en,7.321,4015,31063.038,94,6.4,276
Drama,en,7.313,4000,5377.643,90,7,249
Comedy,en,7.302,53000,19745.922,94,4.8,132
Drama,en,7.284,18000,11500,122,6.287,101
Comedy,en,7.28,30000,21800.302,104,5.3,143
Drama,en,7.27,2000,1568.749,112,5.8,110
Drama,en,7.26,15000,317,102,6.2,121
Drama,en,7.25,495,63.373,85,6.1,98
Comedy,en,7.249,500,1148.752,89,7.171,225
Comedy,en,7.245,2000,1275,83,6.7,127
Comedy,en,7.225,4000,1309.58,83,4.7,136
Comedy,en,7.222,9000,13030.214,107,6.8,177
Drama,en,7.182,26000,636.796,107,5.6,121
Comedy,en,7.172,4500,744.816,97,6.2,102
Comedy,en,7.161,3200,4267.218,100,5.9,298
Drama,en,7.161,13000,12616.995,103,6.7,830
Comedy,en,7.148,85000,35598.376,99,5.5,241
Comedy,fr,7.148,4289.601,33026.616,98,5.5,1079
Drama,en,7.14,2600,2300,115,7.7,201
Drama,en,7.066,10000,55.089,100,5.946,102
Drama,fr,7.064,9661.157,3562.793,139,6.2,112
Drama,fr,7.058,27563.396,29193.33,148,6.4,253
Drama,en,7.043,2500,107.559,90,5.9,99
Drama,en,7.041,25000,23914.731,117,6.7,97
Drama,en,7.03,6000,1020.921,92,6.006,270
Comedy,en,7.027,7000,3728.888,90,6.8,302
Comedy,fr,7.007,6861.49,2080.679,89,5.3,138
Drama,en,7.004,36000,13323.144,130,6.5,115
Drama,en,6.988,8000,1214.231,103,6.9,128
Comedy,en,6.982,8000,10600.497,84,7.2,379
Comedy,en,6.941,225,2900,99,6.9,116
Comedy,en,6.913,10284.523,11588.205,104,5.9,207
Drama,en,6.913,27000,7300,143,6.6,99
Comedy,en,6.902,5000,14100,110,6.9,226
Comedy,en,6.894,433,3200,97,7.2,104
Comedy,en,6.851,15000,52600,108,6,163
Comedy,en,6.848,2000,6003.587,101,7.2,373
Comedy,en,6.821,4000,3748.295,90,6.1,229
Drama,en,6.801,10831.173,10654.385,106,6.8,381
Drama,en,6.801,2500,767.567,112,6,106
Drama,en,6.768,20000,5484.302,100,5.3,141
Drama,en,6.757,5000,19868.354,134,6.5,117
Drama,en,6.716,13000,16929.123,99,6.6,295
Drama,en,6.691,100,490.475,86,6.8,171
Comedy,en,6.688,3500,292.092,94,5.9,310
Drama,en,6.679,10000,13835.13,110,6.9,223
Drama,en,6.666,994,165,89,6.3,152
Comedy,en,6.664,23,1228.108,97,6.754,236
Comedy,fr,6.66,2500,242.483,123,5.8,102
Comedy,en,6.642,47000,53396.354,100,6.6,119
Comedy,fr,6.627,14000,10846.026,98,5.4,489
Comedy,en,6.623,20000,29235.353,92,6.2,440
Comedy,en,6.603,70,30.312,82,5.1,142
Drama,en,6.586,11000,59520.298,98,6.5,324
Comedy,fr,6.576,8616.269,6593.565,86,6.483,116
Comedy,en,6.57,55000,8382.938,109,5.9,315
Comedy,en,6.541,250,1000,62,7.8,193
Comedy,en,6.517,600,4000,99,6.8,267
Comedy,en,6.507,5250,785.528,96,4.9,155
Drama,en,6.489,20000,3396.345,110,7.4,441
Comedy,en,6.487,10000,10920.544,118,6.4,142
Comedy,en,6.474,4500,64.648,85,4.527,113
Drama,en,6.466,750,2800,83,7,188
Comedy,fr,6.454,3000,7100,92,5.8,124
Comedy,en,6.358,20000,42472.472,115,5.9,368
Comedy,fr,6.336,17289.533,8929.413,95,5.9,551
Comedy,fr,6.331,9466.48,5127.426,108,5.804,196
Drama,en,6.329,4500,22228,110,7.3,126
Drama,en,6.322,4000,143.101,97,5.4,172
Drama,en,6.32,6000,21821.347,101,6.8,138
Drama,fr,6.314,2100,282.382,102,6.5,272
Drama,en,6.31,6000,32.251,86,5.8,205
Drama,en,6.305,4000,143.485,90,6.2,158
Drama,en,6.279,379,4358,101,5.302,106
Comedy,en,6.273,25000,10736.401,87,6.1,136
Comedy,en,6.259,125,3242.802,90,6.5,288
Drama,en,6.253,13500,187.674,129,6.131,118
Drama,en,6.209,10000,10400,93,6.9,285
Comedy,en,6.205,15000,55184.721,113,6.4,117
Comedy,en,6.191,250,232.732,91,6.1,105
Comedy,en,6.149,1500,173.066,86,5.9,279
Comedy,en,6.149,886,2600,103,6.9,188
Comedy,en,6.134,1000,2963.902,93,6.4,448
Comedy,en,6.092,2300,591.165,91,6.8,110
Drama,fr,6.085,5900,13200,114,7.5,415
Drama,en,6.002,12000,554.953,118,5.5,190
Comedy,fr,5.994,3000,2503.829,102,6.9,166
Drama,en,5.977,2380,8176.544,101,7.5,1073
Drama,en,5.939,1700,6521.083,114,7.5,133
Comedy,fr,5.933,5000,12058.187,116,5.8,336
Comedy,en,5.905,13000,8033.397,82,5.4,128
Comedy,fr,5.888,7230,1453.27,92,5.5,107
Comedy,fr,5.745,12000,15016.366,100,5.4,138
Drama,fr,5.741,19000,23550,130,6.5,279
Drama,fr,5.71,5000,26.144,119,7.2,411
Drama,en,5.702,5000,13269.963,135,7,274
Comedy,fr,5.642,12560,42700,105,6.2,338
Comedy,en,5.635,13000,8946.237,96,5.5,286
Comedy,fr,5.607,5112.027,5586.646,113,6.1,242
Comedy,fr,5.448,6515.167,3666.789,78,6.2,136
Drama,en,5.379,3000,8000,137,6.5,95
Comedy,en,5.378,15000,9804.775,115,5.9,104
Comedy,en,5.185,15000,21032.267,123,5.5,107
Comedy,fr,5.134,25496.629,40924.982,120,5.5,307
Drama,fr,5.103,4141.459,201.607,87,5.4,291
Drama,fr,5.095,5350,2536.386,95,5.6,108
Drama,en,5.022,4000,350.006,92,6.158,120
Drama,fr,5.014,8311.205,7095.755,100,6.6,132
Drama,en,4.79,170,169.242,72,6.4,106
Comedy,fr,4.651,6113.859,1581.125,104,5.6,193
Drama,en,2.648,36000,44229.441,155,7,1106
Comedy,en,1.577,25000,23800,92,6.5,1988
Comedy,en,0.822,58000,44000,119,6.3,3781
